Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Header (product.metafields.custom.header),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Warmth level (product.metafields.shopify.warmth-level),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Norway,Price / Norway,Compare At Price / Norway,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / United States,Price / United States,Compare At Price / United States,Status
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Superking,,,Winter,,,,,DVT-850-SKG-WIN,0.0,,0,deny,manual,3170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Superking,,,Polar,,,,,DVT-850-SKG-POL,0.0,,0,deny,manual,4510.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Superking Extra Long,,,Summer,,,,,DVT-850-SKX-SUM,0.0,,0,deny,manual,2335.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Superking Extra Long,,,All Year,,,,,DVT-850-SKX-ALY,0.0,,0,deny,manual,2660.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Superking Extra Long,,,Winter,,,,,DVT-850-SKX-WIN,0.0,,0,deny,manual,3400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Superking Extra Long,,,Polar,,,,,DVT-850-SKX-POL,0.0,,0,deny,manual,4870.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Emperor,,,Summer,,,,,DVT-850-EMP-SUM,0.0,,0,deny,manual,2775.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Emperor,,,All Year,,,,,DVT-850-EMP-ALY,0.0,,0,deny,manual,3145.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Emperor,,,Winter,,,,,DVT-850-EMP-WIN,0.0,,0,deny,manual,3985.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Emperor,,,Polar,,,,,DVT-850-EMP-POL,0.0,,0,deny,manual,5570.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Alaskan King,,,Summer,,,,,DVT-850-ALK-SUM,0.0,,0,deny,manual,4405.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Alaskan King,,,All Year,,,,,DVT-850-ALK-ALY,0.0,,0,deny,manual,5055.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Alaskan King,,,Winter,,,,,DVT-850-ALK-WIN,0.0,,0,deny,manual,6685.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Alaskan King,,,Polar,,,,,DVT-850-ALK-POL,0.0,,0,deny,manual,9130.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Full,,,Summer,,,,,DVT-850-FUL-SUM,0.0,,0,deny,manual,1755.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Full,,,All Year,,,,,DVT-850-FUL-ALY,0.0,,0,deny,manual,2100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Full,,,Winter,,,,,DVT-850-FUL-WIN,0.0,,0,deny,manual,2705.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Full,,,Polar,,,,,DVT-850-FUL-POL,0.0,,0,deny,manual,3570.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Twin,,,Summer,,,,,DVT-850-TWN-SUM,0.0,,0,deny,manual,1535.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Twin,,,All Year,,,,,DVT-850-TWN-ALY,0.0,,0,deny,manual,1740.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Twin,,,Winter,,,,,DVT-850-TWN-WIN,0.0,,0,deny,manual,2170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Twin,,,Polar,,,,,DVT-850-TWN-POL,0.0,,0,deny,manual,2730.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Queen,,,Summer,,,,,DVT-850-QUN-SUM,0.0,,0,deny,manual,2070.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Queen,,,All Year,,,,,DVT-850-QUN-ALY,0.0,,0,deny,manual,2350.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Queen,,,Winter,,,,,DVT-850-QUN-WIN,0.0,,0,deny,manual,2990.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Queen,,,Polar,,,,,DVT-850-QUN-POL,0.0,,0,deny,manual,4205.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,XL Twin,,,Summer,,,,,DVT-850-XLT-SUM,0.0,,0,deny,manual,1695.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,XL Twin,,,All Year,,,,,DVT-850-XLT-ALY,0.0,,0,deny,manual,1975.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,XL Twin,,,Winter,,,,,DVT-850-XLT-WIN,0.0,,0,deny,manual,2440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,XL Twin,,,Polar,,,,,DVT-850-XLT-POL,0.0,,0,deny,manual,3525.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,California King,,,Summer,,,,,DVT-850-CAK-SUM,0.0,,0,deny,manual,2335.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,California King,,,All Year,,,,,DVT-850-CAK-ALY,0.0,,0,deny,manual,2660.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,California King,,,Winter,,,,,DVT-850-CAK-WIN,0.0,,0,deny,manual,3400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,California King,,,Polar,,,,,DVT-850-CAK-POL,0.0,,0,deny,manual,4870.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,King,,,Summer,,,,,DVT-850-KNG-SUM,0.0,,0,deny,manual,1860.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,King,,,All Year,,,,,DVT-850-KNG-ALY,0.0,,0,deny,manual,2145.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,King,,,Winter,,,,,DVT-850-KNG-WIN,0.0,,0,deny,manual,2785.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,King,,,Polar,,,,,DVT-850-KNG-POL,0.0,,0,deny,manual,3880.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Imperial King,,,Summer,,,,,DVT-850-IMK-SUM,0.0,,0,deny,manual,2775.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Imperial King,,,All Year,,,,,DVT-850-IMK-ALY,0.0,,0,deny,manual,3145.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Imperial King,,,Winter,,,,,DVT-850-IMK-WIN,0.0,,0,deny,manual,3985.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-100-down-duvet-fill-power-850,,,,,,,,,Imperial King,,,Polar,,,,,DVT-850-IMK-POL,0.0,,0,deny,manual,5570.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,"European White Goose, 100% Down Pillows, Fill Power 830","<p>European White Goose down, 100% down, no feathers. Fill power 830 (EU).</p>
<p>Each size is available in soft, medium and firm versions.</p>
<p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p>
<p>Our most luxurious pillows are 100% pure goose down without feathers. Each down cluster is huge, resulting in a pillow that feels like resting your head on a cloud. It’s the option for those who want only the best out of life. This is our softest pillow collection.</p>
<p><meta charset=""utf-8""><span>* Fill Power Explained: Fill power indicates how many cubic inches are occupied by one ounce of down. Higher fill power means larger, fluffier and denser down, providing better heat modulation while also being lighter in weight as less feathers are used.</span></p>
<div id=""sp_easy_accordion-1785258113"">
<div id=""sp-ea-10005"" class=""sp-ea-one sp-easy-accordion"">
<div class=""ea-card ea-expand sp-ea-single"">
<div class=""sp-collapse spcollapse collapsed show"" id=""collapse100050"" role=""region"">
<div class=""ea-body""></div>
</div>
</div>
</div>
</div>",Norvegr,Home & Garden > Linens & Bedding > Bedding > Pillows,Pillows,"Pillows, Premium Collection, Top Picks",true,Size,Boudoir XL,,Firmness,Soft,,,,,PIL-830-BDX-SFT,0.0,,0,deny,manual,355.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_4_european-goose-100-down-pillows.jpg?v=1787913007,1,European White Goose down pillow collection hero image,false,Premium Goose Down Pillows | Fill Power 830 | Norvegr,"100% European White Goose down pillows, fill power 830. Soft, medium and firm. Cloud-like luxury support. Made to order per pillow.",,,,,,,,,,,,kg,,,true,,,true,,,true,,,true,,,active
european-white-goose-down-pillows,,,,,,,,,Boudoir XL,,,Medium,,,,,PIL-830-BDX-MED,0.0,,0,deny,manual,395.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_54_Pillow_079-scaled.jpg?v=1787913007,2,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Boudoir XL,,,Firm,,,,,PIL-830-BDX-FRM,0.0,,0,deny,manual,470.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_53_Pillow_044-scaled.jpg?v=1787913007,3,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Boudoir,,,Soft,,,,,PIL-830-BDR-SFT,0.0,,0,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_33_Pillow_Down_005-Premium.jpg?v=1787913007,4,Close-up of down fill in 500 fill power European White Goose down pillow,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Boudoir,,,Medium,,,,,PIL-830-BDR-MED,0.0,,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Boudoir,,,Firm,,,,,PIL-830-BDR-FRM,0.0,,0,deny,manual,380.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Standard,,,Soft,,,,,PIL-830-STD-SFT,0.0,,0,deny,manual,635.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Standard,,,Medium,,,,,PIL-830-STD-MED,0.0,,0,deny,manual,745.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Standard,,,Firm,,,,,PIL-830-STD-FRM,0.0,,0,deny,manual,855.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Euro/Square,,,Soft,,,,,PIL-830-EUR-SFT,0.0,,0,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Euro/Square,,,Medium,,,,,PIL-830-EUR-MED,0.0,,0,deny,manual,985.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Euro/Square,,,Firm,,,,,PIL-830-EUR-FRM,0.0,,0,deny,manual,1120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Queen,,,Soft,,,,,PIL-830-QUN-SFT,0.0,,0,deny,manual,635.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Queen,,,Medium,,,,,PIL-830-QUN-MED,0.0,,0,deny,manual,745.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,Queen,,,Firm,,,,,PIL-830-QUN-FRM,0.0,,0,deny,manual,855.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,King,,,Soft,,,,,PIL-830-KNG-SFT,0.0,,0,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,King,,,Medium,,,,,PIL-830-KNG-MED,0.0,,0,deny,manual,985.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-down-pillows,,,,,,,,,King,,,Firm,,,,,PIL-830-KNG-FRM,0.0,,0,deny,manual,1120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,"European White Goose, 60% Down Pillows, Fill Power 500","<p>European White Goose down, 60% down and 40% feathers. Fill power 500 (EU).</p><p>Each size is available in soft, medium and firm versions.</p><p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p><p>This is our firmest pillow collection, and the firmness comes from the proportion of feathers. As the feathers are small and soft, they will never migrate out of the pillows. Please note that if you are looking for those really firm pillows one sometimes comes across in hotels, where your head barely sinks into the pillow, our Standard Collection pillows will feel a lot softer. Choosing the firm version will get you as close as we are willing to go.</p><p>We recommend to ship the pillow back to us every five years for complete &lt;a href=""https://stage.norvegr.com/lifetime-products/""&gt;restoration&lt;/a&gt;. The down inside these pillows is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 25 years if maintained properly. The restoration cost is the retail price at the time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>",Norvegr,Home & Garden > Linens & Bedding > Bedding > Pillows,Pillows,"Pillows, Standard Collection",true,Size,Boudoir XL,,Firmness,Soft,,,,,PIL-500-BDX-SFT,0.0,,0,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_4_european-goose-100-down-pillows.jpg?v=1787913007,1,European White Goose down pillow collection hero image,false,Standard Goose Down Pillows | Fill Power 500 | Norvegr,"Standard Collection 60% goose down pillows, fill power 500. Our firmest pillow line with soft, small feathers. Soft, medium and firm.",,,,,,,,,,,,kg,,,true,,,true,,,true,,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Boudoir XL,,,Medium,,,,,PIL-500-BDX-MED,0.0,,0,deny,manual,225.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_54_Pillow_079-scaled.jpg?v=1787913007,2,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Boudoir XL,,,Firm,,,,,PIL-500-BDX-FRM,0.0,,0,deny,manual,260.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_53_Pillow_044-scaled.jpg?v=1787913007,3,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Boudoir,,,Soft,,,,,PIL-500-BDR-SFT,0.0,,0,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_33_Pillow_Down_005-Premium.jpg?v=1787913007,4,Close-up of down fill in 500 fill power European White Goose down pillow,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Boudoir,,,Medium,,,,,PIL-500-BDR-MED,0.0,,0,deny,manual,180.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Boudoir,,,Firm,,,,,PIL-500-BDR-FRM,0.0,,0,deny,manual,210.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Standard,,,Soft,,,,,PIL-500-STD-SFT,0.0,,0,deny,manual,355.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Standard,,,Medium,,,,,PIL-500-STD-MED,0.0,,0,deny,manual,380.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Standard,,,Firm,,,,,PIL-500-STD-FRM,0.0,,0,deny,manual,420.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Euro/Square,,,Soft,,,,,PIL-500-EUR-SFT,0.0,,0,deny,manual,415.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Euro/Square,,,Medium,,,,,PIL-500-EUR-MED,0.0,,0,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Euro/Square,,,Firm,,,,,PIL-500-EUR-FRM,0.0,,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,
